timestamp,rtt_ms,client_count,total_messages
2026-05-08T15:35:17.305805,0.00,0,0
2026-05-08T15:36:52.226034,0.00,0,0
2026-05-08T15:37:56.809457,0.00,0,0
2026-05-08T15:39:18.806750,0.00,0,0
2026-05-08T15:41:46.016448,0.00,0,0
2026-05-08T15:41:54.511975,0.00,0,0
2026-05-08T15:42:27.350281,0.00,0,0
2026-05-08T15:42:33.491356,0.00,0,0
2026-05-08T15:42:40.185885,0.00,0,0
2026-05-08T15:42:46.491827,0.00,0,0
